route_id,origin_latitude,origin_longitude,dest_latitude,dest_longitude,duration,distance,route_type,error_description,test_code,test_error_description
878,38.76775584987426,-9.153479150125769,38.73182340287461,-9.12652981487604,1328.5,6.486,balanced,,,
878,38.76775584987426,-9.153479150125769,38.73182340287461,-9.12652981487604,1324.3,6.475,shortest,,,
953,38.70936562349983,-9.14449603837586,38.75428118224939,-9.14449603837586,1624.8,7.056,safest,,,
953,38.70936562349983,-9.14449603837586,38.75428118224939,-9.14449603837586,1492.1,6.445,balanced,,,
953,38.70936562349983,-9.14449603837586,38.75428118224939,-9.14449603837586,1461.0,6.957,shortest,,,
937,38.76775584987426,-9.148987594250814,38.73182340287461,-9.122038259001084,1311.0,6.443,safest,,,
937,38.76775584987426,-9.148987594250814,38.73182340287461,-9.122038259001084,1305.0,6.497,balanced,,,
937,38.76775584987426,-9.148987594250814,38.73182340287461,-9.122038259001084,1222.6,6.072,shortest,,,
1022,38.73182340287461,-9.140004482500904,38.75877273812435,-9.104072035501266,1489.3,7.05,safest,,,
1022,38.73182340287461,-9.140004482500904,38.75877273812435,-9.104072035501266,1442.6,7.03,balanced,,,
1022,38.73182340287461,-9.140004482500904,38.75877273812435,-9.104072035501266,1429.1,6.922,shortest,,,
624,38.70487406762487,-9.166953817750631,38.74978962637444,-9.166953817750631,1608.5,7.319,safest,,,
624,38.70487406762487,-9.166953817750631,38.74978962637444,-9.166953817750631,1410.6,6.962,balanced,,,
624,38.70487406762487,-9.166953817750631,38.74978962637444,-9.166953817750631,1443.7,7.039,shortest,,,
341,38.77224740574922,-9.189411597125408,38.74529807049948,-9.153479150125769,1117.2,5.521,safest,,,
341,38.77224740574922,-9.189411597125408,38.74529807049948,-9.153479150125769,1117.2,5.521,balanced,,,
341,38.77224740574922,-9.189411597125408,38.74529807049948,-9.153479150125769,1117.2,5.521,shortest,,,
190,38.74529807049948,-9.198394708875316,38.70936562349983,-9.171445373625588,1598.4,7.295,safest,,,
190,38.74529807049948,-9.198394708875316,38.70936562349983,-9.171445373625588,1580.6,7.085,balanced,,,
190,38.74529807049948,-9.198394708875316,38.70936562349983,-9.171445373625588,1650.3,8.041,shortest,,,
662,38.74529807049948,-9.166953817750631,38.71834873524974,-9.131021370750997,1339.7,6.17,safest,,,
662,38.74529807049948,-9.166953817750631,38.71834873524974,-9.131021370750997,1231.4,5.948,balanced,,,
662,38.74529807049948,-9.166953817750631,38.71834873524974,-9.131021370750997,1274.9,6.057,shortest,,,
79,38.72733184699965,-9.207377820625226,38.72733184699965,-9.162462261875678,1427.1,7.024,safest,,,
79,38.72733184699965,-9.207377820625226,38.72733184699965,-9.162462261875678,1427.1,7.024,balanced,,,
79,38.72733184699965,-9.207377820625226,38.72733184699965,-9.162462261875678,1425.6,6.957,shortest,,,
196,38.74978962637444,-9.198394708875316,38.7228402911247,-9.162462261875678,1442.4,7.1,safest,,,
196,38.74978962637444,-9.198394708875316,38.7228402911247,-9.162462261875678,1380.0,6.788,balanced,,,
196,38.74978962637444,-9.198394708875316,38.7228402911247,-9.162462261875678,1380.0,6.788,shortest,,,
260,38.74978962637444,-9.19390315300036,38.776738961624176,-9.157970706000723,1226.1,5.96,safest,,,
260,38.74978962637444,-9.19390315300036,38.776738961624176,-9.157970706000723,1168.4,5.819,balanced,,,
260,38.74978962637444,-9.19390315300036,38.776738961624176,-9.157970706000723,1168.4,5.819,shortest,,,
61,38.70487406762487,-9.207377820625226,38.73182340287461,-9.171445373625588,1358.1,6.745,safest,,,
61,38.70487406762487,-9.207377820625226,38.73182340287461,-9.171445373625588,1358.1,6.745,balanced,,,
61,38.70487406762487,-9.207377820625226,38.73182340287461,-9.171445373625588,1358.1,6.745,shortest,,,
985,38.75877273812435,-9.14449603837586,38.7228402911247,-9.11754670312613,1698.7,8.395,safest,,,
985,38.75877273812435,-9.14449603837586,38.7228402911247,-9.11754670312613,1503.9,7.407,balanced,,,
985,38.75877273812435,-9.14449603837586,38.7228402911247,-9.11754670312613,1495.7,7.437,shortest,,,
346,38.70487406762487,-9.184920041250452,38.74978962637444,-9.184920041250452,1815.7,8.884,safest,,,
346,38.70487406762487,-9.184920041250452,38.74978962637444,-9.184920041250452,1612.6,8.063,balanced,,,
346,38.70487406762487,-9.184920041250452,38.74978962637444,-9.184920041250452,1612.6,8.063,shortest,,,
371,38.73182340287461,-9.184920041250452,38.73182340287461,-9.140004482500904,1028.1,5.059,safest,,,
371,38.73182340287461,-9.184920041250452,38.73182340287461,-9.140004482500904,1028.1,5.059,balanced,,,
371,38.73182340287461,-9.184920041250452,38.73182340287461,-9.140004482500904,1028.1,5.059,shortest,,,
987,38.75877273812435,-9.14449603837586,38.75877273812435,-9.099580479626312,1327.4,6.559,safest,,,
987,38.75877273812435,-9.14449603837586,38.75877273812435,-9.099580479626312,1327.4,6.559,balanced,,,
987,38.75877273812435,-9.14449603837586,38.75877273812435,-9.099580479626312,1327.4,6.559,shortest,,,
817,38.76775584987426,-9.157970706000723,38.76775584987426,-9.113055147251176,1202.3,6.012,safest,,,
817,38.76775584987426,-9.157970706000723,38.76775584987426,-9.113055147251176,1164.9,5.798,balanced,,,
817,38.76775584987426,-9.157970706000723,38.76775584987426,-9.113055147251176,1164.9,5.798,shortest,,,
1114,38.78123051749913,-9.131021370750997,38.74529807049948,-9.104072035501266,1468.6,6.931,safest,,,
1114,38.78123051749913,-9.131021370750997,38.74529807049948,-9.104072035501266,1438.0,6.763,balanced,,,
1114,38.78123051749913,-9.131021370750997,38.74529807049948,-9.104072035501266,1438.0,6.763,shortest,,,
924,38.74978962637444,-9.148987594250814,38.713857179374784,-9.122038259001084,1522.5,6.927,safest,,,
924,38.74978962637444,-9.148987594250814,38.713857179374784,-9.122038259001084,1409.1,6.68,balanced,,,
924,38.74978962637444,-9.148987594250814,38.713857179374784,-9.122038259001084,1378.5,6.426,shortest,,,
887,38.78123051749913,-9.153479150125769,38.75428118224939,-9.11754670312613,1352.1,6.425,safest,,,
887,38.78123051749913,-9.153479150125769,38.75428118224939,-9.11754670312613,1340.5,6.367,balanced,,,
887,38.78123051749913,-9.153479150125769,38.75428118224939,-9.11754670312613,1340.5,6.367,shortest,,,
560,38.713857179374784,-9.171445373625588,38.75877273812435,-9.171445373625588,1622.9,7.771,safest,,,
560,38.713857179374784,-9.171445373625588,38.75877273812435,-9.171445373625588,1458.3,7.068,balanced,,,
560,38.713857179374784,-9.171445373625588,38.75877273812435,-9.171445373625588,1452.3,6.971,shortest,,,
63,38.70936562349983,-9.207377820625226,38.75428118224939,-9.207377820625226,1501.9,7.008,safest,,,
63,38.70936562349983,-9.207377820625226,38.75428118224939,-9.207377820625226,1501.9,7.008,balanced,,,
63,38.70936562349983,-9.207377820625226,38.75428118224939,-9.207377820625226,1501.9,7.008,shortest,,,
387,38.74978962637444,-9.184920041250452,38.78572207337409,-9.157970706000723,1456.4,7.036,safest,,,
387,38.74978962637444,-9.184920041250452,38.78572207337409,-9.157970706000723,1404.2,6.683,balanced,,,
387,38.74978962637444,-9.184920041250452,38.78572207337409,-9.157970706000723,1404.2,6.683,shortest,,,
745,38.763264293999306,-9.162462261875678,38.72733184699965,-9.13551292662595,1230.5,5.804,safest,,,
745,38.763264293999306,-9.162462261875678,38.72733184699965,-9.13551292662595,1193.8,5.817,balanced,,,
745,38.763264293999306,-9.162462261875678,38.72733184699965,-9.13551292662595,1190.3,5.81,shortest,,,
474,38.77224740574922,-9.180428485375495,38.73631495874957,-9.153479150125769,1267.3,5.865,safest,,,
474,38.77224740574922,-9.180428485375495,38.73631495874957,-9.153479150125769,1267.3,5.865,balanced,,,
474,38.77224740574922,-9.180428485375495,38.73631495874957,-9.153479150125769,1267.3,5.865,shortest,,,
100,38.70038251174992,-9.202886264750273,38.73631495874957,-9.175936929500542,1486.3,6.912,safest,,,
100,38.70038251174992,-9.202886264750273,38.73631495874957,-9.175936929500542,1332.1,6.158,balanced,,,
100,38.70038251174992,-9.202886264750273,38.73631495874957,-9.175936929500542,1332.1,6.158,shortest,,,
464,38.75877273812435,-9.180428485375495,38.7228402911247,-9.153479150125769,1280.7,6.36,safest,,,
464,38.75877273812435,-9.180428485375495,38.7228402911247,-9.153479150125769,1269.2,6.152,balanced,,,
464,38.75877273812435,-9.180428485375495,38.7228402911247,-9.153479150125769,1269.2,6.152,shortest,,,
485,38.70487406762487,-9.175936929500542,38.73182340287461,-9.140004482500904,1273.8,5.946,safest,,,
485,38.70487406762487,-9.175936929500542,38.73182340287461,-9.140004482500904,1250.3,5.743,balanced,,,
485,38.70487406762487,-9.175936929500542,38.73182340287461,-9.140004482500904,1215.6,5.696,shortest,,,
249,38.74080651462452,-9.19390315300036,38.713857179374784,-9.157970706000723,1561.8,7.311,safest,,,
249,38.74080651462452,-9.19390315300036,38.713857179374784,-9.157970706000723,1465.4,6.968,balanced,,,
249,38.74080651462452,-9.19390315300036,38.713857179374784,-9.157970706000723,1465.4,6.968,shortest,,,
482,38.70038251174992,-9.175936929500542,38.72733184699965,-9.140004482500904,1282.7,6.009,safest,,,
482,38.70038251174992,-9.175936929500542,38.72733184699965,-9.140004482500904,1306.7,6.129,balanced,,,
482,38.70038251174992,-9.175936929500542,38.72733184699965,-9.140004482500904,1306.7,6.129,shortest,,,
229,38.71834873524974,-9.19390315300036,38.74529807049948,-9.157970706000723,1651.0,7.251,safest,,,
229,38.71834873524974,-9.19390315300036,38.74529807049948,-9.157970706000723,1405.8,6.567,balanced,,,
229,38.71834873524974,-9.19390315300036,38.74529807049948,-9.157970706000723,1405.8,6.567,shortest,,,
687,38.776738961624176,-9.166953817750631,38.74978962637444,-9.131021370750997,1499.0,6.382,safest,,,
687,38.776738961624176,-9.166953817750631,38.74978962637444,-9.131021370750997,1428.7,6.508,balanced,,,
687,38.776738961624176,-9.166953817750631,38.74978962637444,-9.131021370750997,1428.7,6.508,shortest,,,
1167,38.74080651462452,-9.099580479626312,38.78572207337409,-9.099580479626312,1130.5,5.592,safest,,,
1167,38.74080651462452,-9.099580479626312,38.78572207337409,-9.099580479626312,1157.6,5.718,balanced,,,
1167,38.74080651462452,-9.099580479626312,38.78572207337409,-9.099580479626312,1157.6,5.718,shortest,,,
861,38.74529807049948,-9.153479150125769,38.71834873524974,-9.11754670312613,1604.1,7.937,safest,,,
861,38.74529807049948,-9.153479150125769,38.71834873524974,-9.11754670312613,1365.3,6.572,balanced,,,
861,38.74529807049948,-9.153479150125769,38.71834873524974,-9.11754670312613,1493.1,7.129,shortest,,,
35,38.71834873524974,-9.216360932375135,38.74529807049948,-9.180428485375495,1482.7,7.117,safest,,,
35,38.71834873524974,-9.216360932375135,38.74529807049948,-9.180428485375495,1316.8,6.56,balanced,,,
35,38.71834873524974,-9.216360932375135,38.74529807049948,-9.180428485375495,1316.8,6.56,shortest,,,
86,38.74529807049948,-9.207377820625226,38.77224740574922,-9.171445373625588,1219.9,5.621,safest,,,
86,38.74529807049948,-9.207377820625226,38.77224740574922,-9.171445373625588,1219.9,5.621,balanced,,,
86,38.74529807049948,-9.207377820625226,38.77224740574922,-9.171445373625588,1219.9,5.621,shortest,,,
157,38.70487406762487,-9.198394708875316,38.73182340287461,-9.162462261875678,1597.2,7.969,safest,,,
157,38.70487406762487,-9.198394708875316,38.73182340287461,-9.162462261875678,1443.7,6.867,balanced,,,
157,38.70487406762487,-9.198394708875316,38.73182340287461,-9.162462261875678,1358.6,6.5,shortest,,,
76,38.72733184699965,-9.207377820625226,38.763264293999306,-9.180428485375495,1340.6,6.586,safest,,,
76,38.72733184699965,-9.207377820625226,38.763264293999306,-9.180428485375495,1174.2,5.795,balanced,,,
76,38.72733184699965,-9.207377820625226,38.763264293999306,-9.180428485375495,1174.2,5.795,shortest,,,
36,38.71834873524974,-9.216360932375135,38.71834873524974,-9.171445373625588,1679.7,7.916,safest,,,
36,38.71834873524974,-9.216360932375135,38.71834873524974,-9.171445373625588,1513.5,7.268,balanced,,,
36,38.71834873524974,-9.216360932375135,38.71834873524974,-9.171445373625588,1500.8,7.204,shortest,,,
191,38.74529807049948,-9.198394708875316,38.78123051749913,-9.171445373625588,1133.9,5.46,safest,,,
191,38.74529807049948,-9.198394708875316,38.78123051749913,-9.171445373625588,1133.9,5.46,balanced,,,
191,38.74529807049948,-9.198394708875316,38.78123051749913,-9.171445373625588,1133.9,5.46,shortest,,,
281,38.70487406762487,-9.189411597125408,38.74080651462452,-9.162462261875678,1863.5,8.743,safest,,,
281,38.70487406762487,-9.189411597125408,38.74080651462452,-9.162462261875678,1609.6,8.015,balanced,,,
281,38.70487406762487,-9.189411597125408,38.74080651462452,-9.162462261875678,1589.1,7.544,shortest,,,
802,38.74978962637444,-9.157970706000723,38.7228402911247,-9.122038259001084,1355.7,6.63,safest,,,
802,38.74978962637444,-9.157970706000723,38.7228402911247,-9.122038259001084,1299.6,6.414,balanced,,,
802,38.74978962637444,-9.157970706000723,38.7228402911247,-9.122038259001084,1295.3,6.403,shortest,,,
679,38.763264293999306,-9.166953817750631,38.763264293999306,-9.122038259001084,1149.1,5.645,safest,,,
679,38.763264293999306,-9.166953817750631,38.763264293999306,-9.122038259001084,1149.1,5.645,balanced,,,
679,38.763264293999306,-9.166953817750631,38.763264293999306,-9.122038259001084,1149.1,5.645,shortest,,,
914,38.73631495874957,-9.148987594250814,38.73631495874957,-9.104072035501266,1376.0,6.498,safest,,,
914,38.73631495874957,-9.148987594250814,38.73631495874957,-9.104072035501266,1192.5,5.9,balanced,,,
914,38.73631495874957,-9.148987594250814,38.73631495874957,-9.104072035501266,1192.5,5.9,shortest,,,
1148,38.73631495874957,-9.122038259001084,38.78123051749913,-9.122038259001084,1452.7,6.87,safest,,,
1148,38.73631495874957,-9.122038259001084,38.78123051749913,-9.122038259001084,1383.7,6.717,balanced,,,
1148,38.73631495874957,-9.122038259001084,38.78123051749913,-9.122038259001084,1383.7,6.717,shortest,,,
743,38.75877273812435,-9.162462261875678,38.73182340287461,-9.12652981487604,1274.4,6.106,safest,,,
743,38.75877273812435,-9.162462261875678,38.73182340287461,-9.12652981487604,1303.8,6.18,balanced,,,
743,38.75877273812435,-9.162462261875678,38.73182340287461,-9.12652981487604,1299.5,6.17,shortest,,,
841,38.7228402911247,-9.153479150125769,38.74978962637444,-9.11754670312613,1330.7,6.554,safest,,,
841,38.7228402911247,-9.153479150125769,38.74978962637444,-9.11754670312613,1306.8,6.435,balanced,,,
841,38.7228402911247,-9.153479150125769,38.74978962637444,-9.11754670312613,1306.8,6.435,shortest,,,
594,38.74978962637444,-9.171445373625588,38.713857179374784,-9.14449603837586,1537.2,6.971,safest,,,
594,38.74978962637444,-9.171445373625588,38.713857179374784,-9.14449603837586,1382.1,6.299,balanced,,,
594,38.74978962637444,-9.171445373625588,38.713857179374784,-9.14449603837586,1384.3,6.481,shortest,,,
555,38.70487406762487,-9.171445373625588,38.73182340287461,-9.13551292662595,1424.4,6.648,safest,,,
555,38.70487406762487,-9.171445373625588,38.73182340287461,-9.13551292662595,1325.1,6.328,balanced,,,
555,38.70487406762487,-9.171445373625588,38.73182340287461,-9.13551292662595,1315.2,6.3,shortest,,,
562,38.713857179374784,-9.171445373625588,38.74080651462452,-9.13551292662595,1395.5,6.746,safest,,,
562,38.713857179374784,-9.171445373625588,38.74080651462452,-9.13551292662595,1164.9,5.631,balanced,,,
562,38.713857179374784,-9.171445373625588,38.74080651462452,-9.13551292662595,1129.1,5.473,shortest,,,
755,38.776738961624176,-9.162462261875678,38.74978962637444,-9.12652981487604,1349.9,6.73,safest,,,
755,38.776738961624176,-9.162462261875678,38.74978962637444,-9.12652981487604,1186.8,5.886,balanced,,,
755,38.776738961624176,-9.162462261875678,38.74978962637444,-9.12652981487604,1186.8,5.886,shortest,,,
831,38.70936562349983,-9.153479150125769,38.74529807049948,-9.12652981487604,1447.9,7.207,safest,,,
831,38.70936562349983,-9.153479150125769,38.74529807049948,-9.12652981487604,1442.5,7.152,balanced,,,
831,38.70936562349983,-9.153479150125769,38.74529807049948,-9.12652981487604,1442.5,7.152,shortest,,,
182,38.73631495874957,-9.198394708875316,38.70936562349983,-9.162462261875678,1484.8,7.12,safest,,,
182,38.73631495874957,-9.198394708875316,38.70936562349983,-9.162462261875678,1398.8,6.389,balanced,,,
182,38.73631495874957,-9.198394708875316,38.70936562349983,-9.162462261875678,1398.8,6.389,shortest,,,
9,38.70038251174992,-9.22085248825009,38.72733184699965,-9.184920041250452,1291.7,6.282,safest,,,
9,38.70038251174992,-9.22085248825009,38.72733184699965,-9.184920041250452,1302.5,6.336,balanced,,,
9,38.70038251174992,-9.22085248825009,38.72733184699965,-9.184920041250452,1302.5,6.336,shortest,,,
708,38.7228402911247,-9.162462261875678,38.75877273812435,-9.13551292662595,1428.8,6.81,safest,,,
708,38.7228402911247,-9.162462261875678,38.75877273812435,-9.13551292662595,1349.0,6.53,balanced,,,
708,38.7228402911247,-9.162462261875678,38.75877273812435,-9.13551292662595,1303.6,6.377,shortest,,,
903,38.7228402911247,-9.148987594250814,38.74978962637444,-9.113055147251176,1201.1,6.006,safest,,,
903,38.7228402911247,-9.148987594250814,38.74978962637444,-9.113055147251176,1165.5,5.828,balanced,,,
903,38.7228402911247,-9.148987594250814,38.74978962637444,-9.113055147251176,1165.5,5.828,shortest,,,
909,38.73182340287461,-9.148987594250814,38.75877273812435,-9.113055147251176,1436.3,6.914,safest,,,
909,38.73182340287461,-9.148987594250814,38.75877273812435,-9.113055147251176,1407.0,6.767,balanced,,,
909,38.73182340287461,-9.148987594250814,38.75877273812435,-9.113055147251176,1407.0,6.767,shortest,,,
312,38.74080651462452,-9.189411597125408,38.713857179374784,-9.153479150125769,1465.2,6.882,safest,,,
312,38.74080651462452,-9.189411597125408,38.713857179374784,-9.153479150125769,1376.6,6.508,balanced,,,
312,38.74080651462452,-9.189411597125408,38.713857179374784,-9.153479150125769,1403.9,6.703,shortest,,,
753,38.77224740574922,-9.162462261875678,38.77224740574922,-9.11754670312613,1336.8,6.53,safest,,,
753,38.77224740574922,-9.162462261875678,38.77224740574922,-9.11754670312613,1293.7,6.362,balanced,,,
753,38.77224740574922,-9.162462261875678,38.77224740574922,-9.11754670312613,1293.7,6.362,shortest,,,
808,38.75428118224939,-9.157970706000723,38.75428118224939,-9.113055147251176,1155.4,5.475,safest,,,
808,38.75428118224939,-9.157970706000723,38.75428118224939,-9.113055147251176,1143.8,5.417,balanced,,,
808,38.75428118224939,-9.157970706000723,38.75428118224939,-9.113055147251176,1143.8,5.417,shortest,,,
1016,38.7228402911247,-9.140004482500904,38.74978962637444,-9.104072035501266,1711.3,7.995,safest,,,
1016,38.7228402911247,-9.140004482500904,38.74978962637444,-9.104072035501266,1386.7,6.211,balanced,,,
1016,38.7228402911247,-9.140004482500904,38.74978962637444,-9.104072035501266,1281.7,6.24,shortest,,,
302,38.72733184699965,-9.189411597125408,38.72733184699965,-9.14449603837586,1330.6,6.636,safest,,,
302,38.72733184699965,-9.189411597125408,38.72733184699965,-9.14449603837586,1330.6,6.636,balanced,,,
